transactionID,customerID,franchiseID,dateTime,product,quantity,unitPrice,totalPrice,paymentMethod,cardNumber
2000768,1000233,3000046,2024-05-01 07:45:54.613015,Austin Almond Biscotti,12,3,36,visa,4889837366983255
2002918,1000066,3000014,2024-05-09 07:34:29.756334,Golden Gate Ginger,1,3,3,mastercard,2662172855432474
2002972,1000073,3000014,2024-05-05 07:47:37.069390,Tokyo Tidbits,1,3,3,mastercard,2299022983474859
2002989,1000059,3000014,2024-05-13 09:06:07.464342,Golden Gate Ginger,1,3,3,amex,348322972857550
2003064,1000208,3000014,2024-05-05 21:30:24.097575,Pearly Pies,1,3,3,mastercard,2438051989472114
2003113,1000186,3000014,2024-05-15 05:14:33.713954,Outback Oatmeal,1,3,3,mastercard,2640923489914262
2003131,1000142,3000014,2024-05-04 16:19:32.775792,Austin Almond Biscotti,1,3,3,visa,4672830672567772
2003151,1000260,3000014,2024-05-10 10:24:56.855519,Outback Oatmeal,1,3,3,mastercard,5177762742702070
2003225,1000105,3000014,2024-05-03 22:39:02.421176,Tokyo Tidbits,1,3,3,mastercard,2224751615852997
2003236,1000234,3000014,2024-05-16 21:56:11.134624,Orchard Oasis,1,3,3,amex,348910581883148
2003244,1000112,3000014,2024-05-01 05:22:16.193397,Pearly Pies,1,3,3,amex,345299353548607
2003262,1000056,3000014,2024-05-08 03:25:14.903094,Golden Gate Ginger,1,3,3,mastercard,2410368218446046
2003296,1000121,3000014,2024-05-01 16:31:52.062057,Outback Oatmeal,1,3,3,mastercard,2460046289832406
2001308,1000132,3000014,2024-05-09 21:32:05.558969,Golden Gate Ginger,1,3,3,amex,373295816553148
2001430,1000285,3000014,2024-05-07 16:03:52.953637,Golden Gate Ginger,1,3,3,visa,4861243333419642
2001465,1000159,3000014,2024-05-10 02:37:30.333411,Orchard Oasis,1,3,3,amex,378514774307239
2001503,1000249,3000014,2024-05-07 00:48:24.055893,Tokyo Tidbits,1,3,3,mastercard,2231964971497288
2001573,1000277,3000014,2024-05-14 16:25:18.974968,Austin Almond Biscotti,1,3,3,mastercard,5348936749520016
2001582,1000039,3000014,2024-05-15 21:18:56.512058,Outback Oatmeal,1,3,3,visa,4111694598303590
2001612,1000084,3000014,2024-05-15 12:52:13.077379,Golden Gate Ginger,1,3,3,amex,349521558463233
2001689,1000092,3000014,2024-05-02 04:31:30.485425,Outback Oatmeal,1,3,3,visa,4620306463426505
2001852,1000029,3000014,2024-05-16 22:19:10.840690,Orchard Oasis,1,3,3,amex,345594946821390
2001856,1000044,3000014,2024-05-13 04:53:37.609466,Orchard Oasis,1,3,3,mastercard,2445182900052379
2001892,1000124,3000014,2024-05-08 18:36:25.356207,Tokyo Tidbits,1,3,3,mastercard,2451267835047437
2001937,1000103,3000014,2024-05-01 01:54:46.267689,Austin Almond Biscotti,1,3,3,mastercard,2249596087438390
2001974,1000145,3000014,2024-05-14 00:14:07.963933,Pearly Pies,1,3,3,visa,4902809012099938
2001987,1000131,3000014,2024-05-04 21:48:01.949287,Pearly Pies,1,3,3,amex,345764336480715
2001988,1000115,3000014,2024-05-09 02:55:59.490049,Austin Almond Biscotti,1,3,3,visa,4551699708358159
2002006,1000005,3000014,2024-05-06 09:44:57.451574,Tokyo Tidbits,1,3,3,amex,343162796847345
2002013,1000000,3000014,2024-05-08 22:43:59.766321,Tokyo Tidbits,1,3,3,mastercard,2277290657144035
2000046,1000189,3000014,2024-05-02 18:21:10.337369,Golden Gate Ginger,1,3,3,visa,4854500160375208
2000089,1000065,3000014,2024-05-08 05:44:56.619018,Pearly Pies,1,3,3,mastercard,2445384113545757
2000163,1000057,3000014,2024-05-13 19:55:55.178448,Orchard Oasis,1,3,3,visa,4178861729069131
2000365,1000218,3000014,2024-05-17 00:22:18.637505,Austin Almond Biscotti,1,3,3,visa,4771588358718404
2000390,1000086,3000014,2024-05-17 00:46:22.431475,Outback Oatmeal,1,3,3,mastercard,2247475141258064
2000401,1000166,3000014,2024-05-16 18:00:12.916005,Golden Gate Ginger,1,3,3,amex,344509196367804
2000885,1000100,3000014,2024-05-03 23:16:50.592166,Pearly Pies,1,3,3,mastercard,2714336718302053
2000972,1000055,3000014,2024-05-12 05:18:02.470517,Tokyo Tidbits,1,3,3,visa,4812272579929733
2000999,1000091,3000014,2024-05-02 17:31:40.578965,Orchard Oasis,1,3,3,amex,378107992604519
2001005,1000025,3000014,2024-05-06 10:17:15.398921,Orchard Oasis,1,3,3,mastercard,2314133951044169
2001081,1000150,3000014,2024-05-09 21:04:48.902707,Outback Oatmeal,1,3,3,amex,373924324317825
2001094,1000185,3000014,2024-05-06 00:05:48.623244,Outback Oatmeal,1,3,3,visa,4270966302172488
2001109,1000074,3000014,2024-05-02 01:04:18.038360,Golden Gate Ginger,1,3,3,visa,4562479878380409
2001126,1000219,3000014,2024-05-08 16:46:43.091958,Tokyo Tidbits,1,3,3,amex,342923180526758
2001148,1000052,3000014,2024-05-05 23:39:28.390802,Golden Gate Ginger,1,3,3,amex,370753993632807
2001213,1000244,3000014,2024-05-11 20:10:05.208274,Outback Oatmeal,1,3,3,visa,4849865677555990
2001245,1000008,3000014,2024-05-16 12:08:39.935798,Outback Oatmeal,1,3,3,amex,370035045764857
2002254,1000206,3000014,2024-05-11 21:30:17.803943,Tokyo Tidbits,1,3,3,amex,341271419099937
2002369,1000293,3000014,2024-05-02 11:52:59.556461,Pearly Pies,1,3,3,amex,373479933586716
2002377,1000230,3000014,2024-05-08 06:10:15.255836,Pearly Pies,1,3,3,mastercard,2243714290521300
2002463,1000067,3000014,2024-05-03 10:07:28.588301,Austin Almond Biscotti,1,3,3,visa,4747082556725537
2002475,1000087,3000014,2024-05-01 03:39:25.226239,Outback Oatmeal,1,3,3,mastercard,5413877984675836
2002487,1000008,3000014,2024-05-17 05:11:34.488575,Pearly Pies,1,3,3,mastercard,5502703839264489
2002511,1000052,3000014,2024-05-09 07:31:37.529539,Outback Oatmeal,1,3,3,amex,347403186499099
2002522,1000181,3000014,2024-05-14 17:12:20.387735,Pearly Pies,1,3,3,mastercard,2518594618466737
2002525,1000019,3000014,2024-05-06 16:41:40.718429,Austin Almond Biscotti,1,3,3,mastercard,2251435975240110
2002645,1000018,3000014,2024-05-03 19:00:03.598069,Tokyo Tidbits,1,3,3,visa,4996450118956619
2002646,1000188,3000014,2024-05-14 18:34:19.497648,Austin Almond Biscotti,1,3,3,visa,4525239111849370
2002688,1000016,3000014,2024-05-14 05:27:04.393174,Pearly Pies,1,3,3,amex,347641723035567
2002732,1000080,3000014,2024-05-13 11:24:35.419123,Pearly Pies,1,3,3,amex,341577839239220
2002761,1000225,3000014,2024-05-02 16:54:44.478197,Outback Oatmeal,1,3,3,visa,4882574739609468
2002886,1000004,3000014,2024-05-10 16:02:56.655458,Pearly Pies,1,3,3,amex,343772669886525
2000426,1000274,3000014,2024-05-08 07:17:10.213152,Outback Oatmeal,1,3,3,amex,376499410947683
2000449,1000085,3000014,2024-05-08 07:36:57.399524,Orchard Oasis,1,3,3,visa,4060035398025002
2000506,1000146,3000014,2024-05-13 15:21:11.164863,Outback Oatmeal,1,3,3,mastercard,2682824781644327
2000513,1000267,3000014,2024-05-04 20:54:29.724014,Tokyo Tidbits,1,3,3,mastercard,2258273765637861
2000548,1000003,3000014,2024-05-17 10:55:23.547635,Orchard Oasis,1,3,3,mastercard,2651409739436807
2000584,1000265,3000014,2024-05-12 18:06:41.977441,Outback Oatmeal,1,3,3,amex,374871713363614
2000591,1000126,3000014,2024-05-11 16:37:10.502079,Orchard Oasis,1,3,3,mastercard,2263262881563716
2000608,1000064,3000014,2024-05-09 17:25:29.200776,Pearly Pies,1,3,3,visa,4653012283447057
2000699,1000020,3000014,2024-05-11 20:37:34.063007,Austin Almond Biscotti,1,3,3,visa,4760943054618296
2000723,1000211,3000014,2024-05-03 19:16:07.610412,Tokyo Tidbits,1,3,3,mastercard,2284176831135232
2000780,1000070,3000014,2024-05-13 00:56:24.864813,Golden Gate Ginger,1,3,3,mastercard,2700226958713455
2000805,1000050,3000014,2024-05-05 15:19:12.748060,Golden Gate Ginger,1,3,3,amex,346071294442177
2000808,1000021,3000014,2024-05-04 06:29:32.441045,Golden Gate Ginger,1,3,3,amex,349293294507786
2000810,1000021,3000014,2024-05-08 00:51:11.985065,Golden Gate Ginger,1,3,3,mastercard,2720090193471279
2002932,1000187,3000020,2024-05-09 11:44:16.687399,Tokyo Tidbits,1,3,3,mastercard,5257915888161252
2002948,1000213,3000020,2024-05-16 00:22:26.081843,Outback Oatmeal,1,3,3,mastercard,2251267009475911
2002994,1000173,3000020,2024-05-17 09:39:06.651609,Tokyo Tidbits,1,3,3,mastercard,2287757604753967
2003034,1000187,3000020,2024-05-12 00:59:55.035227,Pearly Pies,1,3,3,visa,4580427535235282
2003047,1000202,3000020,2024-05-15 09:14:52.703839,Austin Almond Biscotti,1,3,3,visa,4646609556079390
2003276,1000263,3000020,2024-05-01 09:11:26.684871,Outback Oatmeal,1,3,3,mastercard,2668485495877088
2001281,1000226,3000020,2024-05-04 22:01:29.977619,Tokyo Tidbits,1,3,3,visa,4101280664978838
2001371,1000221,3000020,2024-05-10 14:54:02.647469,Austin Almond Biscotti,1,3,3,amex,340529711946175
2001431,1000229,3000020,2024-05-13 10:05:39.979179,Tokyo Tidbits,1,3,3,visa,4623023182316191
2001613,1000249,3000020,2024-05-01 09:56:58.430797,Orchard Oasis,1,3,3,mastercard,2283255533057315
2001635,1000255,3000020,2024-05-06 14:39:51.182376,Tokyo Tidbits,1,3,3,amex,375154353397567
2001673,1000250,3000020,2024-05-03 12:24:06.230052,Outback Oatmeal,1,3,3,visa,4572810740422797
2001718,1000124,3000020,2024-05-16 10:23:27.582801,Golden Gate Ginger,1,3,3,amex,343531514009612
2001806,1000113,3000020,2024-05-05 00:49:13.543976,Orchard Oasis,1,3,3,mastercard,5424117956892490
2002012,1000200,3000020,2024-05-14 03:45:50.060584,Tokyo Tidbits,1,3,3,amex,370859885584897
2002017,1000128,3000020,2024-05-06 02:05:15.031497,Pearly Pies,1,3,3,amex,379270160136463
2002069,1000286,3000020,2024-05-14 00:23:40.739890,Tokyo Tidbits,1,3,3,amex,344575200166953
2002075,1000216,3000020,2024-05-17 00:48:05.390013,Orchard Oasis,1,3,3,mastercard,2296257482112666
2000033,1000247,3000020,2024-05-05 15:48:11.904920,Outback Oatmeal,1,3,3,mastercard,2232512972940704
2000076,1000084,3000020,2024-05-05 00:23:01.313693,Outback Oatmeal,1,3,3,mastercard,5218380428371440
2000101,1000189,3000020,2024-05-04 20:12:53.183964,Austin Almond Biscotti,1,3,3,amex,376090616942469
2000118,1000144,3000020,2024-05-10 11:14:00.531243,Orchard Oasis,1,3,3,mastercard,2275497581328905
2000173,1000025,3000020,2024-05-17 10:43:05.688745,Austin Almond Biscotti,1,3,3,visa,4516748847945352
2000209,1000177,3000020,2024-05-03 13:59:18.042515,Golden Gate Ginger,1,3,3,mastercard,2655624262941587
2000224,1000109,3000020,2024-05-09 03:49:57.326638,Golden Gate Ginger,1,3,3,amex,372815362627250
2000233,1000174,3000020,2024-05-06 06:14:11.981065,Golden Gate Ginger,1,3,3,mastercard,2224280917511747
2000385,1000229,3000020,2024-05-03 03:21:39.211354,Tokyo Tidbits,1,3,3,amex,372495048263521
2000839,1000094,3000020,2024-05-01 15:19:52.321388,Orchard Oasis,1,3,3,mastercard,2257397419075599
2000852,1000137,3000020,2024-05-08 09:03:14.906665,Tokyo Tidbits,1,3,3,mastercard,2286246223027194
2000899,1000283,3000020,2024-05-17 09:42:46.391548,Tokyo Tidbits,1,3,3,amex,349656025939595
2000976,1000076,3000020,2024-05-02 19:41:05.022692,Outback Oatmeal,1,3,3,amex,376070543989189
2001061,1000076,3000020,2024-05-03 00:30:02.758011,Outback Oatmeal,1,3,3,amex,347825768514889
2001079,1000029,3000020,2024-05-10 20:30:42.788905,Tokyo Tidbits,1,3,3,amex,377791044266517
2001220,1000269,3000020,2024-05-08 16:18:35.407584,Pearly Pies,1,3,3,amex,376533779574280
2001240,1000298,3000020,2024-05-14 08:25:43.155875,Tokyo Tidbits,1,3,3,visa,4954043655720462
2002152,1000199,3000020,2024-05-01 06:12:03.447809,Austin Almond Biscotti,1,3,3,visa,4813099728706269
2002181,1000256,3000020,2024-05-08 02:49:29.739843,Golden Gate Ginger,1,3,3,amex,376607291474904
2002187,1000147,3000020,2024-05-13 15:14:45.346027,Orchard Oasis,1,3,3,amex,342063802434840
2002228,1000253,3000020,2024-05-05 10:13:00.341786,Pearly Pies,1,3,3,visa,4566814252799376
2002241,1000121,3000020,2024-05-04 14:48:53.915835,Austin Almond Biscotti,1,3,3,visa,4156408609000343
2002247,1000035,3000020,2024-05-13 03:00:26.401284,Pearly Pies,1,3,3,amex,374704557032039
2002348,1000002,3000020,2024-05-14 13:17:30.623636,Outback Oatmeal,1,3,3,amex,377144871679503
2002374,1000292,3000020,2024-05-03 03:08:11.446591,Pearly Pies,1,3,3,mastercard,2720873187258715
2002381,1000011,3000020,2024-05-14 19:14:51.320614,Orchard Oasis,1,3,3,mastercard,2234099308354840
2002397,1000021,3000020,2024-05-14 11:39:18.253234,Golden Gate Ginger,1,3,3,mastercard,2708039691611593
2002442,1000279,3000020,2024-05-10 16:54:58.620978,Orchard Oasis,1,3,3,visa,4709066902636387
2002448,1000144,3000020,2024-05-15 17:32:10.014110,Tokyo Tidbits,1,3,3,amex,341975514775569
2002468,1000220,3000020,2024-05-06 08:16:19.620146,Golden Gate Ginger,1,3,3,visa,4460634850483026
2002552,1000170,3000020,2024-05-11 17:03:30.222817,Orchard Oasis,1,3,3,mastercard,5289099745346232
2002695,1000271,3000020,2024-05-09 20:11:50.782253,Golden Gate Ginger,1,3,3,visa,4295246553918348
2002716,1000196,3000020,2024-05-04 23:41:51.460252,Golden Gate Ginger,1,3,3,amex,375618494172758
2002787,1000275,3000020,2024-05-07 14:14:21.725729,Orchard Oasis,1,3,3,amex,370812949551873
2000430,1000098,3000020,2024-05-13 07:17:42.593512,Orchard Oasis,1,3,3,mastercard,2298056879045515
2000471,1000019,3000020,2024-05-09 17:11:26.576904,Pearly Pies,1,3,3,visa,4159299444572449
2000474,1000126,3000020,2024-05-08 21:39:46.393012,Pearly Pies,1,3,3,visa,4423535376012072
2000651,1000066,3000020,2024-05-16 09:27:53.425647,Austin Almond Biscotti,1,3,3,visa,4146549913220292
2000719,1000102,3000020,2024-05-06 20:52:12.290479,Outback Oatmeal,1,3,3,visa,4451164310855234
